step,compute_ms,comm_ms,data_ms,eval_ms,other_ms
74,9316.996,518.049,6.38,42663.51,18.083
75,9293.279,549.415,5.041,0.0,6.194
76,9340.598,484.821,6.306,0.0,6.078
77,9321.672,515.07,6.318,0.0,5.968
78,9327.109,504.103,6.294,0.0,6.148
79,9307.758,532.225,6.091,0.0,5.934
80,9318.867,515.725,6.748,0.0,6.149
81,9324.921,502.814,6.401,0.0,6.132
82,9127.604,869.467,6.343,0.0,6.072
83,9328.716,502.334,6.388,0.0,6.057
84,9313.991,526.341,6.251,0.0,6.098
85,9334.201,493.959,5.544,0.0,6.009
86,9336.374,492.522,5.086,0.0,5.471
87,9331.106,498.593,5.03,42662.888,19.335
88,9314.324,532.739,4.277,0.0,2.137
89,9325.284,514.523,3.027,0.0,5.333
90,9347.9,479.858,4.97,0.0,5.321
91,9336.774,494.389,4.487,0.0,5.507
92,9324.544,515.174,4.315,0.0,5.196
93,9334.303,498.51,4.479,0.0,4.952
94,9335.981,496.344,4.667,0.0,4.984
95,9330.256,501.515,4.896,0.0,5.149
96,9320.42,516.016,4.704,0.0,5.014
97,9331.104,501.8,4.617,0.0,5.015
98,9335.991,490.988,4.628,0.0,5.017
99,9297.555,531.594,4.825,42656.444,15.79
100,9298.718,553.167,3.35,0.0,5.013
101,9293.302,537.807,4.621,0.0,5.262
102,9316.883,517.094,4.433,0.0,5.026
103,9322.919,506.811,4.563,0.0,4.987
104,9327.643,500.562,4.796,0.0,5.077
105,9136.019,853.77,4.617,0.0,5.122
106,9317.843,513.945,4.43,0.0,5.003
107,9317.122,511.545,5.807,0.0,5.453
108,9332.478,495.151,5.658,0.0,5.438
109,9332.976,487.227,4.877,0.0,5.408
110,9314.511,525.502,4.752,0.0,5.5
111,9326.636,504.767,4.39,42670.841,17.603
112,9305.813,537.77,3.348,0.0,5.493
113,9296.977,531.528,4.819,0.0,5.522
114,9340.507,486.275,4.712,0.0,5.549
115,9326.559,503.174,4.421,0.0,5.705
116,9326.731,503.602,4.899,0.0,6.035
117,9331.516,497.534,4.356,0.0,5.37
118,9328.892,500.877,4.374,0.0,5.468
119,9325.347,503.6,4.987,0.0,5.502
120,9314.663,524.467,5.115,0.0,6.02
121,9313.807,520.91,4.333,0.0,5.96
122,9316.816,517.718,5.0,0.0,6.152
123,9326.634,504.526,4.913,0.0,5.902
124,9315.974,517.711,4.494,42666.762,16.571
