step,compute_ms,comm_ms,data_ms,eval_ms,other_ms
154,9392.77,432.744,4.009,0.0,5.786
155,9391.586,432.123,4.198,0.0,5.809
156,9548.002,293.908,3.993,0.0,5.679
157,9388.482,457.583,4.228,0.0,5.841
158,9392.322,427.786,4.083,0.0,5.646
159,9373.177,446.028,4.148,0.0,5.758
160,9392.068,429.597,4.565,0.0,5.917
161,9406.126,409.408,4.082,0.0,5.863
162,9392.282,432.937,4.165,0.0,5.924
163,9388.522,438.007,4.071,42661.388,17.758
164,9377.109,455.132,2.941,0.0,5.215
165,9390.279,429.568,4.265,0.0,5.167
166,9392.091,423.646,4.262,0.0,5.234
167,9391.18,430.397,4.309,0.0,5.21
168,9407.588,406.035,4.271,0.0,5.244
169,9390.817,427.568,4.213,0.0,5.202
170,9408.043,406.773,4.486,0.0,5.34
171,9389.029,430.809,4.14,0.0,5.222
172,9379.915,452.524,4.207,0.0,5.242
173,9406.377,408.447,4.214,0.0,5.201
174,9374.964,457.287,4.085,0.0,5.183
175,9391.898,428.634,4.279,0.0,5.185
176,9381.454,445.351,4.35,0.0,5.233
177,9381.041,450.945,4.202,0.0,5.242
178,9378.625,453.441,4.181,0.0,5.177
179,9374.934,460.641,4.417,0.0,5.254
180,9407.969,405.073,4.7,0.0,5.381
181,9392.492,432.024,4.147,0.0,5.241
182,9405.838,405.445,4.383,0.0,5.141
183,9381.449,449.4,4.216,0.0,5.176
184,9386.489,441.57,4.175,0.0,5.24
185,9354.813,474.319,4.211,0.0,5.23
186,9546.722,288.325,4.376,0.0,5.241
187,9394.994,453.774,4.824,0.0,5.274
188,9387.219,442.035,4.959,0.0,5.173
189,9392.309,424.731,4.645,0.0,5.261
190,9382.472,450.11,4.876,0.0,5.584
191,9375.651,461.815,4.365,0.0,5.318
192,9383.455,439.638,4.174,0.0,5.273
193,9375.014,461.106,4.216,0.0,5.271
194,9397.909,415.792,4.367,0.0,5.186
195,9367.117,451.475,4.3,0.0,5.236
196,9390.814,434.689,4.455,0.0,5.602
197,9381.923,447.164,4.639,0.0,5.365
198,9410.698,401.737,4.142,0.0,5.211
199,9391.48,431.553,4.178,0.0,5.292
200,9390.464,437.586,5.204,0.0,5.687
201,9413.656,397.925,4.38,0.0,5.219
202,9408.869,557.053,4.53,0.0,5.511
203,9406.205,400.097,4.728,0.0,5.231
204,9381.605,450.141,4.268,0.0,5.242
205,9387.272,440.995,4.362,42579.843,17.61
206,9370.365,466.449,3.162,0.0,5.264
207,9379.794,453.578,4.254,0.0,5.364
208,9376.799,456.296,4.201,0.0,5.257
209,9387.394,439.842,4.355,0.0,5.276
210,9405.557,409.225,4.849,0.0,5.412
211,9404.939,408.453,4.189,0.0,5.237
212,9389.647,437.691,4.298,0.0,5.253
213,9392.18,432.115,4.158,0.0,5.296
214,9415.7,392.052,4.256,0.0,5.206
215,9391.874,431.731,4.371,0.0,5.248
216,9390.415,428.575,4.256,0.0,5.221
217,9359.523,466.593,4.38,0.0,5.267
218,9403.157,413.912,4.313,0.0,5.173
219,9405.033,411.455,4.365,0.0,5.253
220,9393.124,432.048,4.751,0.0,5.448
221,9381.932,450.564,4.243,0.0,5.244
222,9390.04,435.47,4.355,0.0,5.879
223,9409.635,404.974,4.271,0.0,5.886
224,9392.357,424.949,4.162,0.0,5.805
225,9389.666,435.633,4.366,0.0,5.733
226,9398.555,418.087,4.089,0.0,5.706
227,9389.97,436.072,4.048,0.0,5.817
228,9408.168,407.616,4.333,0.0,5.747
229,9358.702,470.506,4.101,0.0,5.873
230,9419.094,385.241,4.307,0.0,5.487
231,9409.183,400.474,4.189,0.0,5.701
232,9393.747,579.325,4.1,0.0,5.488
233,9393.285,423.023,4.426,0.0,5.445
234,9392.006,428.631,4.498,0.0,5.427
235,9387.17,433.36,4.289,0.0,5.47
236,9391.115,430.254,4.184,0.0,5.444
237,9372.061,446.586,4.349,0.0,5.36
238,9409.519,402.289,4.094,0.0,5.302
239,9412.614,397.894,4.195,0.0,5.21
240,9392.623,433.729,4.707,0.0,5.582
241,9386.87,439.354,4.148,0.0,5.414
242,9381.019,447.982,4.241,0.0,5.227
243,9382.441,445.599,4.328,0.0,5.446
244,9372.47,470.458,4.513,0.0,5.471
245,9388.982,429.054,4.168,0.0,5.385
246,9407.494,401.316,4.296,42587.58,16.723
247,9371.613,463.062,3.135,0.0,5.268
248,9381.747,447.938,4.494,0.0,5.196
249,9392.199,429.694,14.705,0.0,5.267
250,9395.128,412.376,13.949,0.0,5.366
251,9388.323,439.843,4.867,0.0,5.317
252,9389.547,428.476,4.408,0.0,5.282
253,9392.749,433.056,4.32,0.0,5.232
254,9390.929,433.658,4.454,0.0,5.548
255,9380.922,453.124,4.356,0.0,5.502
256,9379.964,445.816,4.614,0.0,5.433
257,9407.184,407.346,5.056,0.0,5.398
258,9364.358,475.596,5.179,0.0,5.889
259,9378.579,457.878,4.525,0.0,5.255
260,9388.666,438.672,4.809,0.0,5.356
261,9393.39,424.178,4.392,0.0,5.568
262,9420.365,531.063,4.308,0.0,5.185
263,9418.323,387.093,4.382,0.0,5.202
264,9392.62,424.758,4.395,0.0,5.291
265,9399.192,414.522,4.372,0.0,5.238
266,9412.89,395.975,4.576,0.0,5.308
267,9402.923,404.234,4.357,0.0,5.37
268,9389.821,435.446,4.376,0.0,5.178
269,9392.549,427.997,4.735,0.0,5.273
270,9392.946,425.484,4.752,0.0,5.683
271,9365.035,453.195,4.316,0.0,5.281
272,9381.828,446.494,4.396,0.0,5.319
273,9385.952,444.597,4.334,0.0,5.267
274,9381.044,448.13,4.349,0.0,5.427
275,9388.464,438.079,4.862,0.0,5.312
276,9375.408,461.668,4.794,0.0,5.564
277,9410.305,557.025,5.093,0.0,5.434
278,9390.974,431.789,4.508,0.0,5.236
279,9398.709,416.072,4.414,0.0,5.514
280,9382.001,448.638,5.058,0.0,5.563
281,9387.391,443.126,4.407,0.0,5.291
282,9392.348,426.96,4.304,0.0,5.334
283,9390.62,432.052,4.167,0.0,5.229
284,9405.177,408.132,4.262,0.0,5.348
285,9391.547,431.345,4.304,0.0,5.259
286,9387.261,439.606,4.24,0.0,5.29
287,9388.611,433.923,4.142,42599.928,16.592
288,9372.378,460.281,3.148,0.0,5.343
289,9380.677,451.596,4.285,0.0,5.34
290,9412.829,393.941,4.725,0.0,5.356
291,9391.215,434.171,4.48,0.0,5.259
292,9386.684,441.063,4.39,0.0,5.23
293,9380.953,451.452,4.379,0.0,5.257
294,9380.222,452.601,4.364,0.0,5.314
295,9398.964,415.297,4.22,0.0,5.16
296,9391.79,426.56,4.425,0.0,5.337
297,9391.455,431.858,4.484,0.0,5.284
298,9389.998,436.378,4.354,0.0,5.284
299,9388.879,432.054,4.617,0.0,5.27
300,9391.558,431.404,4.859,0.0,5.512
301,9393.25,422.267,4.339,0.0,5.259
302,9392.765,423.72,4.613,0.0,5.238
303,9408.729,405.212,4.361,0.0,5.283
304,9393.359,423.251,4.54,0.0,5.274
305,9415.229,396.054,4.444,0.0,5.251
306,9389.051,439.342,4.362,0.0,5.362
307,9388.552,439.845,4.317,0.0,5.286
308,9409.323,554.437,4.383,0.0,5.287
309,9382.772,445.828,4.257,0.0,5.3
310,9406.102,408.475,4.84,0.0,5.417
311,9393.644,424.826,4.423,0.0,5.184
312,9391.09,432.322,4.221,0.0,5.299
313,9391.724,431.651,4.194,0.0,5.379
314,9385.689,444.521,4.356,0.0,5.312
315,9406.833,406.3,4.237,0.0,5.263
316,9410.946,400.618,4.237,0.0,5.331
317,9415.151,396.222,4.364,0.0,5.261
318,9366.342,480.975,4.205,0.0,5.165
319,9416.002,395.208,4.582,0.0,5.269
320,9384.011,439.173,4.812,0.0,5.498
321,9409.46,403.03,4.057,0.0,5.395
322,9389.847,430.831,4.111,0.0,5.313
323,9363.449,607.689,4.171,0.0,5.453
324,9391.961,426.834,4.384,0.0,5.49
325,9391.939,428.338,4.321,0.0,5.438
326,9378.84,452.95,4.279,0.0,5.618
327,9387.707,440.525,4.322,0.0,5.387
328,9384.371,446.24,4.207,42535.231,17.243
329,9371.293,468.869,3.157,0.0,5.396
330,9378.902,454.982,5.12,0.0,5.533
331,9373.175,456.727,4.745,0.0,5.644
332,9377.307,456.784,4.687,0.0,5.416
333,9393.346,425.093,4.654,0.0,5.732
334,9390.673,425.448,4.163,0.0,5.274
335,9391.702,430.02,4.296,0.0,5.349
336,9406.233,406.727,4.107,0.0,5.502
337,9391.724,430.868,4.004,0.0,5.328
338,9546.683,293.531,4.353,0.0,6.722
339,9391.625,446.715,3.438,0.0,5.499
340,9392.901,431.001,4.622,0.0,5.649
341,9387.896,431.979,3.938,0.0,5.416
342,9389.567,429.867,3.994,0.0,5.446
343,9387.898,439.166,4.088,0.0,5.4
344,9386.444,441.132,4.075,0.0,5.444
345,9392.147,425.761,4.083,0.0,5.429
346,9337.612,489.408,4.043,0.0,5.366
347,9380.835,447.162,4.036,0.0,5.511
348,9391.333,429.785,4.049,0.0,5.414
349,9392.425,423.984,4.109,0.0,5.421
350,9415.66,396.336,4.611,0.0,5.57
351,9379.268,453.156,4.239,0.0,5.42
352,9378.085,448.971,4.073,0.0,5.36
353,9546.419,293.503,4.191,0.0,7.918
354,9383.155,460.073,3.64,0.0,5.39
355,9361.811,487.001,4.477,0.0,5.701
356,9397.577,415.097,4.546,0.0,5.654
357,9387.989,439.684,4.671,0.0,5.795
358,9380.564,449.161,4.915,0.0,5.693
359,9389.804,435.885,4.904,0.0,5.573
360,9392.044,431.365,5.542,0.0,5.635
361,9389.935,432.469,4.677,0.0,5.448
362,9397.562,414.672,4.537,0.0,5.553
363,9377.326,447.959,4.066,0.0,5.463
364,9390.124,427.669,4.315,0.0,5.48
365,9402.856,412.725,4.16,0.0,5.455
366,9376.265,456.3,4.021,0.0,5.457
367,9385.98,442.359,4.243,0.0,5.555
368,9546.021,293.58,4.21,0.0,8.342
369,9397.775,438.753,3.216,42633.773,16.773
370,9340.425,515.969,3.454,0.0,5.556
371,9463.817,286.929,4.293,0.0,8.312
372,9474.531,291.014,3.347,0.0,8.244
373,9470.483,283.285,3.543,0.0,8.297
374,9477.957,286.702,3.525,0.0,8.313
375,9451.617,294.829,13.331,0.0,7.658
376,9467.516,284.282,3.632,0.0,8.409
377,9480.564,284.29,3.322,0.0,8.325
378,9478.395,284.79,3.679,0.0,8.486
379,9477.852,284.38,3.605,0.0,8.4
380,9477.921,282.61,4.476,0.0,6.794
381,9484.488,283.083,3.861,0.0,6.83
382,9480.049,283.414,3.827,0.0,6.94
383,9479.184,283.724,3.39,0.0,6.849
384,9477.725,292.538,3.573,0.0,6.884
385,9468.143,304.233,3.723,0.0,5.776
386,9463.522,294.103,14.827,0.0,7.958
387,9466.806,303.613,3.552,0.0,5.724
388,9457.391,307.901,4.272,0.0,5.521
389,9461.645,301.987,4.344,0.0,5.742
390,9461.219,303.739,4.549,0.0,6.155
391,9457.856,307.689,4.119,0.0,5.585
392,9459.304,304.728,4.246,0.0,6.021
393,9461.792,305.174,4.297,0.0,5.943
394,9461.636,306.166,4.28,0.0,5.753
395,9456.918,309.942,4.137,0.0,5.48
396,9457.895,310.241,4.104,0.0,5.434
397,9459.073,310.185,4.287,0.0,5.394
398,9459.456,305.795,4.292,0.0,6.041
399,9456.955,309.755,4.462,0.0,5.586
400,9459.341,310.338,4.949,0.0,5.81
401,9462.851,303.356,4.059,0.0,6.08
402,9462.479,305.409,4.205,0.0,5.456
403,9460.895,305.05,4.473,0.0,6.245
404,9458.993,305.81,4.302,0.0,5.974
405,9458.713,305.795,4.317,0.0,5.773
406,9458.864,308.949,4.31,0.0,5.509
407,9459.135,308.309,4.255,0.0,5.842
408,9461.957,305.039,4.072,0.0,5.959
409,9461.625,305.093,4.145,0.0,5.889
410,9457.963,307.545,4.608,42360.169,16.678
