step,loss,samples_processed,tokens_seen
373,0.484159,2984,257109
374,0.57831,2992,257847
375,0.870293,3000,258553
376,0.568211,3008,259369
377,0.806123,3016,260001
378,0.409282,3024,260693
379,0.708875,3032,261573
380,0.75054,3040,262042
381,0.512624,3048,262389
382,0.323897,3056,263001
383,0.531373,3064,263787
384,0.764613,3072,264492
385,0.904606,3080,265300
386,0.483811,3088,265832
387,0.355341,3096,266393
388,0.561616,3104,267036
389,0.446427,3112,267871
390,0.401484,3120,268431
391,0.552667,3128,269135
392,0.518719,3136,269631
393,0.45114,3144,270555
394,0.412081,3152,271075
395,0.431612,3160,271600
396,0.646889,3168,272133
397,0.81343,3176,272973
398,0.757079,3184,273599
399,0.582658,3192,274277
400,1.268484,3200,274817
401,0.574583,3208,275353
402,0.582843,3216,276073
403,0.412945,3224,276938
404,0.983685,3232,277820
405,0.768626,3240,278372
406,0.603598,3248,279138
407,0.476977,3256,279696
408,0.605383,3264,280420
409,0.585741,3272,281032
410,0.719017,3280,281598
411,0.62502,3288,282309
